시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양평읍 역전길 30,경기도 양평군 양평읍 양근리 130-37,37.49272405,127.4913659,양평역 1층 에스컬레이터 옆,6:00,0:00,6:00,0:00,6:00,0:00,1,Y,Y,양평군청 주민복지과,031-770-2298,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 강상면 송학길 50,경기도 양평군 강상면 송학리 179,37.48083985,127.4786211,강상면 다목적 복지회관 1층 현관(게시판),9:00,18:00,9:00,13:00,0:00,23:59,1,Y,Y,양평군청 주민복지과,031-770-2299,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 단월면 보룡길 44-1,경기도 양평군 단월면 보룡리 31,37.53806985,127.6745065,단월면 복지회관 1층 현관,9:00,18:00,9:00,13:00,0:00,0:00,1,Y,Y,양평군청 주민복지과,031-770-2300,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 청운면 용두로 170,경기도 양평군 청운면 용두리 625-1,37.55625546,127.7107606,청운면사무소 1층 현관,9:00,18:00,9:00,18:00,9:00,18:00,1,Y,Y,양평군청 주민복지과,031-770-2301,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 용문면 용문로 428,경기도 양평군 용문면 다문리 2,37.48881227,127.5994139,용문면사무소 1층 육아나눔터 앞(야외),0:00,23:59,0:00,23:59,0:00,23:59,1,Y,Y,양평군청 주민복지과,031-770-2302,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양동면 학둔지아래길 24,경기도 양평군 양동면 석곡리 160-1,37.42445213,127.7514151,양동면 주민자치센터 입구 좌측(야외),0:00,23:59,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2303,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양평읍 양평대교길4번길 5,경기도 양평군 양평읍 양근리 272-2,37.48790245,127.4912348,양평군노인복지관 후문 입구(야외),0:00,23:59,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2304,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,,경기도 양평군 강하면 운심리 9-2,37.49596722,127.4149855,강하면 주민자치센터 입구 우측(야외),0:00,23:59,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2305,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 옥천면 옥천길 21,경기도 양평군 옥천면 옥천리 865-17,37.51810619,127.4560503,옥천면사무소 앞 주차장 좌측,0:00,23:59,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2306,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,,경기도 양평군 양서면 용담리 636-6,37.53773838,127.3212715,세미원 내 세한정 좌측,9:00,18:00,9:00,18:00,9:00,18:00,1,Y,N,양평군청 주민복지과,031-770-2307,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양평읍 중앙로111번길 36-1,경기도 양평군 양평읍 공흥리 310-4,37.49677786,127.5037773,장애인복지관 1층 장애인 노인보조기기 센터 내,9:00,18:00,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2308,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,,경기도 양평군 양평읍 공흥리 310-8,37.49575647,127.5055391,장애인보장구수리지원센터 내,9:00,18:00,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2309,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양평읍 마유산로 17,경기도 양평군 양평읍 양근리 533-1,37.49702065,127.4866808,양평군 보건소 1층 입구,9:00,18:00,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2310,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 강상면 진변1길 39-7,경기도 양평군 강상면 교평리 438-3,37.48444774,127.4847584,양평파크골프장 입구(야외),0:00,23:59,0:00,23:59,0:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2311,2020-03-06,4170000,경기도 양평군
상록장애인복지관,경기도,안산시,41271,경기도 안산시 상록구 차돌배기로 24-2,경기도 안산시 상록구 사동 1586,37.298957,126.846049,상록장애인복지관 출입문 오른쪽,9:00,18:00,9:00,12:30,0:00,0:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
안산시장애인복지관,경기도,안산시,41273,경기도 안산시 단원구 원초로 80,경기도 안산시 단원구 초지동 604-10,37.325944,126.806594,"안산시장애인복지관 1층, 3층",0:00,0:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
안산장애인자립생활센터,경기도,안산시,41273,"경기도 안산시 단원구 광덕대로 154, A동 415호(고잔동, 로데오타운)",경기도 안산시 단원구 고잔동 771-3,37.31017,126.830734,안산장애인자립생활센터 사무실 앞,0:00,0:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
신길공원,경기도,안산시,41273,,경기도 안산시 단원구 신길동 1748,37.330541,126.755403,신길공원내 파크골프장 사무실내,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
안산시 장애인 이동기기 수리센터,경기도,안산시,41273,경기도 안산시 단원구 중앙대로 918,경기도 안산시 단원구 고잔동 167-378,37.316012,126.838496,안산시 장애인 이동기기 수리센터내,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
단원구청,경기도,안산시,41273,경기도 안산시 단원구 화랑로 250,경기도 안산시 단원구 초지동 666-2,37.321067,126.815263,단원구청 1층 민원실 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 단원구청 주민복지과,031-481-6267,2020-03-20,3930000,경기도 안산시
월피동행정복지센터,경기도,안산시,41271,경기도 안산시 상록구 시낭북로 4,경기도 안산시 상록구 부곡동 733,37.333703,126.856833,월피동행정복지센터 1층 현관,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 상록구 월피동행정복지센터,031-481-5418,2020-03-20,3930000,경기도 안산시
와동행정복지센터,경기도,안산시,41273,경기도 안산시 단원구 선부로 273,경기도 안산시 단원구 와동 280-1,37.34177,126.825558,와동행정복지센터 1층 현관,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 단원구 와동행정복지센터,031-481-6088,2020-03-20,3930000,경기도 안산시
단원보건소,경기도,안산시,41273,경기도 안산시 단원구 화랑로 250,경기도 안산시 단원구 초지동 666-2,37.321067,126.815263,단원보건소 3층 휴게실,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 단원보건소,031-481-6624,2020-03-20,3930000,경기도 안산시
초지종합사회복지관,경기도,안산시,41273,경기도 안산시 단원구 원초로 76,경기도 안산시 단원구 초지동 604-3,37.326228,126.805962,초지종합사회복지관 1층 현관,7:00,20:00,9:00,18:00,0:00,0:00,1,N,N,초지종합사회복지관,031-410-2151,2020-03-20,3930000,경기도 안산시
단원구 노인복지관,경기도,안산시,41273,경기도 안산시 단원구 선부광장1로 134,경기도 안산시 단원구 선부동 1077-9,37.332269,126.810573,단원구 노인복지관 1층 현관,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,단원구 노인복지관,031-405-1188,2020-03-20,3930000,경기도 안산시
상록구청,경기도,안산시,41271,경기도 안산시 상록구 석호로 110(사동),경기도 안산시 상록구 사동 1585,37.301336,126.84641,상록구청 1층 안내데스크 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 상록구청,031-481-5178,2020-03-20,3930000,경기도 안산시
일동행정복지센터,경기도,안산시,41271,경기도 안산시 상록구 성호로 53(일동),경기도 안산시 상록구 일동 706-3,37.310327,126.8661999,일동행정복지센터  1층 현관 바깥 왼쪽,8:00,21:00,8:00,21:00,8:00,21:00,2,Y,Y,경기도 안산시 상록구 일동행정복지센터,031-481-5720,2020-03-20,3930000,경기도 안산시
본오1동 행정복지센터,경기도,안산시,41271,경기도 안산시 상록구 샘골로 16(본오동),경기도 안산시 상록구 본오동 990,37.285106,126.864251,본오1동 행정복지센터 1층 로비,9:00,21:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 상록구 본오1동행정복지센터,031-481-5625,2020-03-20,3930000,경기도 안산시
안산시청,경기도,안산시,41273,경기도 안산시 단원구 화랑로 387(고잔동),경기도 안산시 단원구 고잔동 515,37.322131,126.830243,안산시청 민원실 현관 오른쪽,8:00,21:00,9:00,17:00,9:00,17:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
초지동행정복지센터,경기도,안산시,41273,경기도 안산시 단원구 초지동로 67(초지동),경기도 안산시 단원구 초직동 728-1,37.309976,126.816864,초지동행정복지센터 1층 로비,9:00,19:30,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 단원구 초지동행정복지센터,031-481-6813,2020-03-20,3930000,경기도 안산시
신길동행정복지센터,경기도,안산시,41273,경기도 안산시 단원구 삼일로 42-7,경기도 안산시 단원구 신길동 1694,37.334806,126.783125,신길동행정복지센터 현관 승강기 오른쪽,9:00,17:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시 단원구 신길동행정복지센터,031-481-6656,2020-03-20,3930000,경기도 안산시
고래대학교 안산병원,경기도,안산시,41273,경기도 안산시 단원구 적금로 123(고잔동),경기도 안산시 단원구 고잔동 516,37.318858,126.824997,고려대학교 안산병원 본관 정문 바깥 오른쪽,0:00,23:00,22:00,21:00,20:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
상록수체육관,경기도,안산시,41271,경기도 안산시 상록구 용신로 422(본오동),경기도 안산시 상록구 본오동 1111-20,37.300955,126.868576,상록수체육관 1층 정문 자전거 거치대 옆,0:00,23:00,22:00,21:00,20:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
선부다목적체육관,경기도,안산시,41273,경기도 안산시 단원구 선부로 96(선부동),경기도 안산시 단원구 선부동 1068,37.340909,126.804791,선부다목적체육관 정면출입구 바깥 오른쪽,9:00,19:00,9:00,19:00,9:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
감골시민홀,경기도,안산시,41271,경기도안산시 상록구 석호로 226(사동),경기도 안산시 상록구 사동 1342,37.293367,126.855367,감골시민홀 1층  출입구 오른쪽 자판기 옆,6:00,19:00,6:00,19:00,6:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
김천부곡사회복지관,경상북도,김천시,47150,경상북도 김천시 문지왈길 68,경상북도 김천시 부곡동 1328,36.120542,128.0875066,현관 좌측,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-439-0160,2020-03-09,5060000,경상북도 김천시
선부종합사회복지관,경기도,안산시,41273,경기도 안산시 단원구 화정로 9(선부동),경기도 안산시 단원구 선부동 1079,37.333391,126.814027,선부종합사회복지관  정문 바깥 오른쪽,9:00,19:00,9:00,19:00,9:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
부곡종합사회복지관,경기도,안산시,41271,경기도안산시 상록구 성호로 303(부곡동),경기도 안산시 상록구 부곡동 711,37.330206,126.859043,부곡종합사회복지관 후문 현관 바깥 오른쪽,9:00,19:00,9:00,19:00,9:00,19:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
상록수장애인자립생활센터,경기도,안산시,41271,"경기도 안산시 상록구 광덕1로 341,204호(이동, 제스트프라자)",경기도 안산시 상록구 이동 712-2,37.307054,126.847959,상록수장애인자립생활센터 교육장앞,9:00,17:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 안산시청 장애인복지과,031-481-2204,2020-03-20,3930000,경기도 안산시
남구청 민원실,광주광역시,남구,36100,광주광역시 남구 봉선로 1(주월동),광주광역시 남구 주월동 1284-1,35.13290539,126.9024493,"종합민원실 2층, 엘리베이터 앞",9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
남구장애인복지관,광주광역시,남구,36100,광주광역시 남구 월산로 33(월산동),광주광역시 남구 월산동 150-3,35.1412139,126.8999375,복지관 1층 정문 현관 내,9:00,18:00,9:00,13:00,0:00,0:00,1,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
남구장애인협회,광주광역시,남구,36100,광주광역시 남구 사직길 28-8(사동),광주광역시 남구 사동 177-10,35.1429902,126.9123398,1층 정문 앞,9:00,17:00,0:00,0:00,0:00,0:00,2,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
열린케어장애인자립생활센터,광주광역시,남구,36100,광주광역시 남구 봉선중앙로67번길 9(봉선동),광주광역시 남구 봉선동 455-1,35.1268213,126.9102813,사무실 내,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
남구시각장애인복지관,광주광역시,남구,36100,광주광역시 남구 천변좌로382번길 6(사동),광주광역시 남구 사동 19-4,35.14461641,126.9125645,출입구 정문앞,8:00,21:00,8:00,21:00,8:00,21:00,2,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
봉선1동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 봉선로51번길 21(주월동),광주광역시 남구 주월동 1042,35.12934656,126.906715,1층 현관 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
효덕동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 화산로 15(진월동),광주광역시 남구 진월동 500-1,35.11227166,126.8984372,1층 정문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,광주광역시 남구,062-607-3433,2020-03-22,3610000,광주광역시 남구
양림동행정복지센터,광주광역시,남구,36100,광주광역시 남구 백서로 94,광주광역시 남구 양림동 201-46,35.14050531,126.9164873,2층 나무계단쪽 출입문 옆,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
방림1동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 오방로 101-2,광주광역시 남구 방림동 338,35.1343273,126.9182653,2층 민원실 내,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
월산동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 덕림2길 3,광주광역시 남구 월산동 31-2,35.14760854,126.9026522,정문,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
빛고을노인건강타운,광주광역시,남구,36100,광주광역시 남구 덕남길 7,광주광역시 남구 노대동 592,35.10099534,126.8960558,"복지관 지하1층, 후문출입구",8:30,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
백운2동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 진다리로6번길 9,광주광역시 남구 백운동 621-9,35.1360768,126.902347,1층 출입구 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
주월1동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 회서로21번가길 13,광주광역시 남구 주월동 493-13,35.1319105,126.8933479,행정복지센터 입구 왼쪽,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
주월2동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 군분로13번길 12,광주광역시 남구 주월동 974-174,35.1346046,126.8942399,1층 왼쪽 보조문 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
대촌동 행정복지센터,광주광역시,남구,36100,광주광역시 남구 포충로 591,광주광역시 남구 지석동 212-1,35.08151755,126.8336798,1층 민원실 정문통로,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
남구 청소년도서관,광주광역시,남구,36100,광주광역시 남구 제석로 100,광주광역시 남구 봉선동 510-1,35.1233191,126.9077442,도서관 정문,0:00,24:00:00,0:00,24:00:00,24:00:00,24:00:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
빛고을전남대학교병원,광주광역시,남구,36100,광주광역시 남구 덕남길 80,광주광역시 남구 덕남동 113,35.09419193,126.8962005,1층 재활센터 쪽 엘리베이터(9호기) 앞,0:00,24:00:00,0:00,24:00:00,24:00:00,24:00:00,2,N,Y,광주광역시 남구,062-607-3433,2020-02-20,3610000,광주광역시 남구
김천시청,경상북도,김천시,47150,경상북도 김천시 시청1길 1(신음동),경상북도 김천시 신음동 1284,36.1397145,128.1133065,청사 정문 입구 로비 오른쪽 공간,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,N,김천시,054-420-6210,2020-03-09,5060000,경상북도 김천시
경북지체장애인협회 김천시지회,경상북도,김천시,47150,경상북도 김천시 환경로 105(신음동),경상북도 김천시 신음동 46-1,36.131786,128.1376648,사무실 입구 오른쪽,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,경북지체장애인협회 김천시지회,054-433-5550,2020-03-09,5060000,경상북도 김천시
KTX 김천구미역사,경상북도,김천시,47150,경상북도 김천시 남면 혁신1로 51,경상북도 김천시 남면 옥산리 825,36.11352916,128.1811777,주출입구정문 죄측 벽면,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,김천시,054-440-8003,2020-03-09,5060000,경상북도 김천시
대곡동주민센터,경상북도,김천시,47150,경상북도 김천시 부곡길 2,경상북도 김천시 부곡동 1330,36.12439902,128.089325,상담실입구 좌측벽면,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2403,2020-03-09,5060000,경상북도 김천시
대신동주민센터,경상북도,김천시,47150,경상북도 김천시 신양1길 22,경상북도 김천시 신음동 1015-2,36.135379,128.115826,주출입구 현관우측,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2375,2020-03-09,5060000,경상북도 김천시
자산동주민센터,경상북도,김천시,47150,경상북도 김천시 용암로 27,경상북도 김천시 모암동 187-11,36.122252,128.127801,주출입구 현관안쪽,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2315,2020-03-09,5060000,경상북도 김천시
지좌동주민센터,경상북도,김천시,47150,경상북도 김천시 영남대로 1940,경상북도 김천시 지좌동 440-73,36.12000854,128.1423333,1층 로비 벽면 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2441,2020-03-09,5060000,경상북도 김천시
평화남산동주민센터,경상북도,김천시,47150,경상북도 김천시 평화순환길 289,,36.120578,128.116181,현관문 오른쪽 벽면 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2335,2020-03-09,5060000,경상북도 김천시
김천시 평생교육원,경상북도,김천시,47150,경상북도 김천시 공단2길 30-22,경상북도 김천시 대광동 1000-11,36.14386568,128.137242,현관 로비 우측,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2626,2020-03-09,5060000,경상북도 김천시
김천문화예술회관,경상북도,김천시,47150,경상북도 김천시 운동장길 3,경상북도 김천시 삼락동 500-1,36.13823991,128.088637,1층 로비 우측,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-420-7822,2020-03-09,5060000,경상북도 김천시
김천시립도서관,경상북도,김천시,47150,경상북도 김천시 평화순환길 111,,36.12333761,128.1099162,1층로비 엘리베이터 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,김천시,054-421-2834,2020-03-09,5060000,경상북도 김천시
김천의료원,경상북도,김천시,47150,경상북도 김천시 모암길 24,경상북도 김천시 모암동 85-1,36.12266843,128.1259993,장애인주차장 기둥 옆,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,김천시,054-429-8114,2020-03-09,5060000,경상북도 김천시
김천제일병원,경상북도,김천시,47150,경상북도 김천시 신음1길 12,경상북도 김천시 대신동 462-14,36.13545286,128.1188232,응급실 자동문 안쪽 벽면,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,김천시,054-420-9476,2020-03-09,5060000,경상북도 김천시
강변공원,경상북도,김천시,47150,,경상북도 김천시 교동 703,36.128924,128.090948,관리사무실 건물 옆 화장실 벽 앞,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,김천시,054-420-6448,2020-03-09,5060000,경상북도 김천시
직지문화공원,경상북도,김천시,47150,,경상북도 김천시 대항면 운수리 33-1,36.115786,128.013992,관리사무소 좌측 창문 벽앞,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,김천시,054-420-6448,2020-03-09,5060000,경상북도 김천시
진교면,경상남도,하동군,54400,경상남도 하동군 진교면 민다리안길 62,경상남도 하동군 진교면 진교리 338-1,35.03045659,127.9009154,면사무소,8:30,19:00,9:00,18:00,9:00,18:00,2,Y,N,진교면사무소,055-880-6296,2020-03-02,5440000,경상남도 하동군
알프스하동종합복지관,경상남도,하동군,54400,경상남도 하동군 하동읍 중앙로 89,경상남도 하동군 하동읍 읍내리 987-1,35.07210479,127.743046,복지시설,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,주민행복과,055-880-6912,2020-03-02,5440000,경상남도 하동군
종합복지관,경상남도,하동군,54400,경상남도 하동군 하동읍 섬진강대로2214,경상남도 하동군 하동읍 읍내리 1563-6,35.07179488,127.7412539,복지시설,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,복지관운영실,055-880-2760,2020-03-02,5440000,경상남도 하동군
동해시청,강원도,동해시,42100,강원도 동해시 천곡로 77,강원도 동해시 천곡동 806,37.524712,129.1143623,복지과 정문입구 오른편,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,동해시청,033-530-2094,2020-02-25,4210000,강원도 동해시
발한동행정복지센터,강원도,동해시,42100,강원도 동해시 발한로 211,강원도 동해시 발한동 239-1,37.54850934,129.1076481,정문입구 왼쪽 벽면,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,발한동행정복지센터,033-530-2561,2020-02-25,4210000,강원도 동해시
묵호동주민센터,강원도,동해시,42100,강원도 동해시 논골길 78,강원도 동해시 묵호진동 1-44,37.558704,129.1142608,정문 입구 죄측편,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,묵호동주민센터,033-530-2571,2020-02-25,4210000,강원도 동해시
동해시장애요양원,강원도,동해시,42100,강원도 동해시 덕골길 76-39,강원도 동해시 천곡동 585-1,37.51830463,129.0970755,서편 출입구,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,동해시장애요양원,033-532-3600,2020-02-25,4210000,강원도 동해시
동해웰빙레포츠타운,강원도,동해시,42100,강원도 동해시 덕골길 10,강원도 동해시 천곡동 363-1,37.51605831,129.1021975,종합경기장 입구,5:00,22:00,5:00,22:00,5:00,22:00,2,N,Y,동해웰빙레포츠타운,033-539-3540,2020-02-25,4210000,강원도 동해시
은평구청,서울특별시,은평구,11380,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 84,37.60245422,126.9288212,은평구의회 1층,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,은평구청,02-351-7313,2020-01-01,3110000,서울특별시 은평구
응암1동 주민센터,서울특별시,은평구,11380,서울특별시 은평구 백련산로 179,서울특별시 은평구 응암동 96-3,37.60067843,126.9267516,응암1동주민센터 정문,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,서울특별시 은평구 응암1동주민센터,02-3159-4676,2020-01-01,3110000,서울특별시 은평구
수색동 주민센터,서울특별시,은평구,11380,서울특별시 은평구 수색로 280,서울특별시 은평구 수색동 363-12,37.58351509,126.8936768,주민센터1층 민원실,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,수색동주민센터,02-351-5443,2020-01-01,3110000,서울특별시 은평구
서부장애인종합복지관,서울특별시,은평구,11380,서울특별시 은평구 갈현로11길 30,서울특별시 은평구 구산동 191-1,37.60564517,126.9063398,복지관 정문 입구,9:00,18:00,9:00,17:00,0:00,0:00,2,N,N,서부장애인종합복지관,02-351-3982,2020-01-01,3110000,서울특별시 은평구
은평구 장애인 이동기기 수리센터,서울특별시,은평구,11380,서울특별시 은평구 서오릉로 19,서울특별시 은평구 녹번동155-42,37.60291193,126.9256437,소형.휴대용,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,은평장애인자립생활센터,02-374-0818,2020-01-01,3110000,서울특별시 은평구
(사)서울시지체장애인협회 은평구지회,서울특별시,은평구,11380,서울특별시 은평구 가좌로 276-9,서울특별시 은평구 신사동 36-39,37.59385114,126.9132272,출입구 오른편,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,서울시지체장애인협회 은평구지회,02-376-1703,2020-01-01,3110000,서울특별시 은평구
증산역,서울특별시,은평구,11380,서울특별시 은평구 증산로 306,,37.58421654,126.9100346,여직원휴게실 옆 B1층 대합실,0:00,0:00,0:00,0:00,0:00,0:00,2,N,Y,해당기관,02-6311-6171,2020-01-01,3110000,서울특별시 은평구
새절역,서울특별시,은평구,11380,서울특별시 은평구 증산로 400,,37.59184178,126.9138891,대합실 아이센터 옆,0:00,0:00,0:00,0:00,0:00,0:00,2,N,Y,해당기관,02-6311-6161,2020-01-01,3110000,서울특별시 은평구
응암역,서울특별시,은평구,11380,서울특별시 은평구 증산로 477,,37.59875465,126.9154879,B1층 엘리베이터 우측 전실 앞,0:00,0:00,0:00,0:00,0:00,0:00,2,N,Y,해당기관,02-6311-6101,2020-01-01,3110000,서울특별시 은평구
역촌역,서울특별시,은평구,11380,서울특별시 은평구 서오릉로 63,,37.60604524,126.9229823,B1층 4번출구와 엘리베이터2호기 사이,0:00,0:00,0:00,0:00,0:00,0:00,2,N,Y,해당기관,02-6311-6111,2020-01-01,3110000,서울특별시 은평구
연신내역,서울특별시,은평구,11380,서울특별시 은평구 통일로 849,,37.61896756,126.9211781,대합실 공공전화박스 옆,0:00,0:00,0:00,0:00,0:00,0:00,2,N,Y,해당기관,02-6110-3211,2020-01-01,3110000,서울특별시 은평구
